10.1109/ICMEW.2012.48;10.1007/978-3-642-10467-1_82
10.1109/ICMEW.2012.48;10.1145/1873951.1874146
10.1145/2808797.2809306;10.1146/annurev.soc.12.1.67
10.1109/DSC.2017.78;10.4324/9781315824130
10.1109/DSC.2017.78;10.1186/1471-2105-11-S11-S6
10.1109/DSC.2017.78;10.1016/j.ecolmodel.2007.04.029
10.1007/978-981-13-2922-7_30;10.1109/BigMM.2017.16
10.1109/ICCV.2017.269;10.1109/ICCVW.2013.54
10.1109/ICCV.2017.269;10.1109/WACV.2016.7477553
10.1109/ICCV.2017.269;10.1109/ICB.2016.7550072
10.1109/ICCV.2017.269;10.1109/CVPR.2010.5539992
10.1109/ICCV.2017.269;10.1142/S021969130400041X
10.1109/ICCV.2017.269;10.1167/6.12.2
10.1109/ICCV.2017.269;10.1109/CVPR.2014.227
10.1109/ICCV.2017.269;10.1109/ICCV.2013.189
10.1109/ICCV.2017.269;10.1007/978-3-642-33712-3_38
10.1109/ICCV.2011.6126306;10.1109/CVPR.2009.5206821
10.1109/ICCV.2011.6126306;10.1145/1281192.1281212
10.1109/ICCV.2011.6126306;10.1145/1054972.1054985
10.1109/ICCV.2011.6126306;10.1109/ICASSP.2010.5495411
10.1109/ICME.2019.00198;10.24963/ijcai.2018/142
10.1109/CVPR.2012.6247821;10.1109/ICCV.2011.6126317
10.1109/CVPR.2012.6247821;10.1109/AVSS.2010.65
10.1109/CVPR.2015.7299088;10.1109/TPAMI.2012.120
10.1109/CVPR.2015.7299113;10.1109/CVPR.2007.383057
10.1109/CVPR.2015.7299113;10.1109/ICCV.2009.5459303
10.1109/CVPR.2015.7299113;10.1109/ICCV.2011.6126413
10.1109/CVPR.2015.7299113;10.1109/CVPR.2013.462
10.1109/CVPR.2015.7299113;10.1109/CVPR.2013.456
10.1109/CVPR.2015.7299113;10.1109/CVPR.2009.5206848
10.1016/j.neucom.2016.11.054;10.1109/MMUL.2016.8
10.1016/j.neucom.2016.11.054;10.1016/j.jocs.2010.12.007
10.1007/s10489-017-0933-0;10.1016/j.physa.2010.11.027
10.1587/transinf.2017EDP7364;10.1145/2504776.2504799
10.1587/transinf.2017EDP7364;10.1109/TCSS.2014.2377831
10.1587/transinf.2017EDP7364;10.1145/1772690.1772751
10.1016/j.dss.2018.09.006;10.1016/j.dss.2015.12.007
10.1016/j.dss.2018.09.006;10.1016/j.dss.2018.03.005
10.1016/j.dss.2018.09.006;10.1016/j.knosys.2015.02.013
10.1016/j.dss.2018.09.006;10.1016/j.dss.2017.01.006
10.1016/j.dss.2018.09.006;10.1016/j.neunet.2018.08.005
10.1109/TKDE.2017.2672749;10.1145/1935826.1935845
10.1016/j.knosys.2018.10.020;10.1016/j.future.2016.04.012
10.1109/TCSS.2014.2384216;10.1016/j.chb.2004.02.008
10.1109/TCSS.2014.2384216;10.1145/2024288.2024326
10.1109/CC.2017.7942322;10.1002/net.21532
10.1109/CC.2017.7942322;10.1016/j.eswa.2014.02.038
10.1109/CC.2017.7942322;10.1007/s10115-013-0646-6
10.1109/CC.2017.7942322;10.1109/TNANO.2013.2241075
10.1109/CC.2017.7942322;10.1145/2187980.2188254
10.1109/CC.2017.7942322;10.1016/j.jocs.2015.05.002
10.1109/IranianCEE.2016.7585379;10.2200/S00527ED1V01Y201308DTM037
10.1109/IranianCEE.2016.7585379;10.1007/11523468_91
10.1109/IranianCEE.2016.7585379;10.1109/ICDM.2012.122
10.1109/IranianCEE.2016.7585379;10.1145/956755.956769
10.1109/IranianCEE.2016.7585379;10.1145/2492002.2482566
10.1109/IranianCEE.2016.7585379;10.1109/ICDM.2010.118
10.1109/ASONAM.2014.6921624;10.1109/ICDM.2012.74
10.1109/ASONAM.2014.6921624;10.1145/2492517.2492545
10.1109/ICC.2016.7510706;10.1109/MWC.2016.7422408
10.1109/ICC.2016.7510706;10.1109/MNET.2014.6963798
10.1109/ICC.2016.7510706;10.1145/2503792.2503797
10.1145/2808797.2809307;10.1037//0003-066X.44.9.1175
10.1145/2808797.2809307;10.1037/e606632010-001
10.1145/2808797.2809307;10.1056/NEJMsa066082
10.1109/GreenCom.2012.72;10.1145/1835804.1835853
10.1109/GreenCom.2012.72;10.1016/j.elerap.2009.04.006
10.1016/j.ins.2017.09.034;10.1145/2736277.2741672
10.1016/j.ins.2017.09.034;10.1145/1935826.1935914
10.1016/j.ins.2017.09.034;10.1145/2600428.2609616
10.1016/j.ins.2017.09.034;10.1145/2556195.2556216
10.1016/j.ins.2017.09.034;10.1145/2566486.2567997
10.1016/j.ins.2017.09.034;10.1137/1.9781611972818.32
10.1016/j.ins.2017.09.034;10.1145/1014052.1014068
10.1145/2499907.2499908;10.1145/1341531.1341549
10.1145/2499907.2499908;10.1145/1935826.1935914
10.1145/2911451.2914713;10.2197/ipsjjip.23.31
10.1145/2911451.2914713;10.1145/2806416.2806650
10.1145/2911451.2914713;10.1145/2484028.2484158
10.3233/IDA-2011-0486;10.1145/1412734.1412737
10.3233/IDA-2011-0486;10.1038/35019019
10.3233/IDA-2011-0486;10.1016/S0169-7552(98)00110-X
10.3233/IDA-2011-0486;10.1109/MIS.2005.16
10.3233/IDA-2011-0486;10.1103/RevModPhys.80.1275
10.1007/978-3-319-32055-7_13;10.1145/1341531.1341559
10.1007/978-3-319-32055-7_13;10.1145/1401890.1401897
10.1016/j.neucom.2016.11.054;10.1109/MMUL.2016.8
10.1016/j.neucom.2016.11.054;10.1016/j.jocs.2010.12.007
10.1117/12.901219;10.1145/1498759.1498809
10.1117/12.901219;10.1145/1150402.1150487
10.1117/12.901219;10.1145/1835804.1835891
10.1117/12.901219;10.1146/annurev.soc.27.1.415
10.1007/978-3-319-73198-8_22;10.1137/S003614450342480
10.1007/978-3-319-73198-8_22;10.1103/RevModPhys.74.47
10.1007/978-3-642-37401-2_32;10.1016/j.socnet.2005.01.007
10.1109/INFCOM.2012.6195790;10.1016/0191-2615(84)90002-X
10.1145/2009916.2009945;10.1145/1341531.1341559
10.1145/2009916.2009945;10.1145/1401890.1401897
10.1145/2009916.2009945;10.1145/1566374.1566421
10.1145/2009916.2009945;10.1145/1772690.1772699
10.3233/JIFS-169199;10.1016/S0378-4371(01)00369-7
10.1287/mnsc.2016.2446;10.1145/2187836.2187930
10.1016/j.patcog.2019.107000;10.1109/TNN.2008.2005605
10.1016/j.patcog.2019.107000;10.1016/j.patrec.2005.03.010
10.1016/j.patcog.2019.107000;10.1016/j.patcog.2008.04.012
10.1145/3308560.3316581;10.1109/ICDMW.2017.20
10.1109/TKDE.2015.2453956;10.1145/1150402.1150412
10.1109/AISP.2017.8324084;10.7551/mitpress/9780262033589.001.0001
10.26599/bdma.2017.9020002;10.1016/j.ins.2015.10.036
10.26599/bdma.2017.9020002;10.1016/j.ins.2015.08.046
10.26599/bdma.2017.9020002;10.1016/j.ins.2015.12.015
10.26599/bdma.2017.9020002;10.1016/j.ins.2015.03.034
10.26599/bdma.2017.9020002;10.1016/j.ins.2016.02.023
10.26599/bdma.2017.9020002;10.1016/j.physa.2015.05.009
10.26599/bdma.2017.9020002;10.1007/s11432-014-5237-y
10.26599/bdma.2017.9020002;10.1016/j.physa.2016.03.070
10.26599/bdma.2017.9020002;10.1016/j.compbiomed.2015.05.003
10.1109/TKDE.2018.2822283;10.1145/2939672.2939753
10.1109/TKDE.2018.2822283;10.1145/2983323.2983869
10.1007/978-3-030-10928-8_41;10.1145/2645710.2645772
10.1007/978-3-030-10928-8_41;10.1145/2792838.2800175
10.1007/978-3-030-10928-8_41;10.1145/2959100.2959190
10.1007/978-3-030-10928-8_41;10.1145/2736277.2741093
10.1007/978-3-030-10928-8_41;10.1145/2623330.2623732
10.1007/978-3-030-10928-8_41;10.1145/3132847.3132925
10.1007/978-3-030-10928-8_41;10.1145/3132847.3132919
10.1109/icde.2017.35;10.1007/978-1-4419-8462-3_9
10.1109/icde.2017.35;10.1145/956863.956972
10.1109/icde.2017.35;10.1146/annurev.soc.27.1.415
10.1109/access.2019.2942221;10.1007/978-3-319-06028-6_18
10.1109/BigData.2018.8621910;10.1145/2806416.2806512
10.1109/BigData.2018.8621910;10.1145/2736277.2741093
10.1109/BigData.2018.8621910;10.1145/2939672.2939754
10.1109/BigData.2018.8621910;10.1145/2623330.2623732
10.1137/1.9781611973440.33;10.1016/S0378-8733(03)00009-1
10.1137/1.9781611973440.33;10.1137/1.9781611972825.36
10.1137/1.9781611973440.33;10.1214/aoms/1177699147
10.1016/j.knosys.2019.06.024;10.1145/980972.980992
10.1145/3159652.3159674;10.1145/2601412
10.1145/3159652.3159674;10.1137/1.9781611972818.56
10.1145/3159652.3159674;10.1109/ICDE.2011.5767885
10.1145/3159652.3159674;10.1137/1.9781611972801.42
10.1109/access.2018.2840054;10.1002/asi.20591
10.1109/access.2018.2840054;10.1007/s11432-014-5237-y
10.1109/access.2018.2840054;10.1103/PhysRevE.64.025102
10.1109/access.2018.2840054;10.1007/BF02289026
10.1109/access.2018.2840054;10.1016/S0378-4371(02)00736-7
10.1109/access.2018.2840054;10.1145/2124295.2124373
10.1109/access.2018.2840054;10.1109/ICDM.2010.112
10.1109/access.2018.2840054;10.1007/978-3-642-35176-1_30
10.1109/access.2018.2840054;10.1007/978-3-642-42042-9_53
10.1109/access.2018.2840054;10.1137/1.9781611973440.33
10.1109/access.2018.2840054;10.1038/nature06830
10.1109/access.2018.2840054;10.1073/pnas.0908366106
10.1109/access.2018.2840054;10.1109/ICDM.2007.108
10.1109/access.2018.2840054;10.1016/j.ins.2015.10.036
10.1109/access.2018.2840054;10.1016/j.jocs.2014.01.003
10.1109/TKDE.2017.2754499;10.1145/1376616.1376746
10.1145/1242572.1242667;10.1145/336597.336644
10.3115/v1/D14-1067;10.3115/v1/P14-1133
10.1145/2187836.2187874;10.1145/304181.304187
10.1145/2187836.2187874;10.1007/978-3-540-76298-0_52
10.3115/v1/N15-1118;10.1016/0885-064X(90)90006-Y
10.1145/2806416.2806502;10.1145/1376616.1376746
10.1145/2806416.2806502;10.3115/v1/D14-1067
10.1145/2806416.2806502;10.1007/s10994-013-5363-6
10.18653/v1/P16-1219;10.1145/1376616.1376746
10.1145/3041021.3053380;10.1007/s10994-013-5363-6
10.1109/TKDE.2018.2849727;10.1017/nws.2016.20
10.1109/TKDE.2018.2849727;10.1609/aimag.v29i3.2157
10.1109/TKDE.2018.2849727;10.1145/2623330.2623732
10.1145/2939672.2939753;10.1162/089976603321780317
10.1145/2939672.2939753;10.1561/2200000006
10.1145/2806416.2806512;10.1145/2488388.2488393
10.1145/3018661.3018723;10.1145/2488388.2488393
10.1145/3018661.3018723;10.2140/pjm.1966.16.1
10.1145/2898361;10.1145/2505515.2505545
10.1145/2898361;10.1126/science.286.5439.509
10.1038/s41598-019-43029-5;10.1073/pnas.082090499
10.1016/j.amc.2018.03.050;10.1103/RevModPhys.87.925
10.1016/j.amc.2018.03.050;10.1073/pnas.0914402107
10.1016/j.amc.2018.03.050;10.1103/PhysRevLett.86.3200
10.1016/j.amc.2018.03.050;10.1103/PhysRevLett.92.178701
10.1016/j.amc.2018.03.050;10.1103/PhysRevLett.86.2909
10.1016/j.amc.2018.03.050;10.1098/rsif.2011.0216
10.1016/j.amc.2018.03.050;10.1103/PhysRevE.85.066109
10.1016/j.amc.2018.03.050;10.1209/0295-5075/105/68004
10.1016/j.amc.2018.03.050;10.1073/pnas.0308344101
10.1016/j.amc.2018.03.050;10.1073/pnas.0601266103
10.1016/j.amc.2018.03.050;10.1073/pnas.0707332105
10.1016/j.amc.2018.03.050;10.1098/rsif.2011.0445
10.1016/j.amc.2018.03.050;10.1073/pnas.240326697
10.1016/j.amc.2018.03.050;10.1371/journal.pone.0020891
10.1016/j.amc.2018.03.050;10.1038/nphys2160
10.1016/j.amc.2018.03.050;10.1103/PhysRevLett.98.158702
10.1016/j.amc.2018.03.050;10.1038/srep00062
10.1016/j.amc.2018.03.050;10.1103/PhysRevLett.110.168701
10.1109/PASSAT/SocialCom.2011.50;10.1145/1150402.1150412
10.1109/PASSAT/SocialCom.2011.50;10.1145/1143844.1143859
10.3724/SP.J.1016.2014.00753;10.1037/e400002009-005
10.3724/SP.J.1016.2014.00753;10.1038/30918
10.3724/SP.J.1016.2014.00753;10.1145/2380718.2380723
10.11896/jsjkx.180901759;10.4324/9781315126234
10.3724/SP.J.1016.2014.00884;10.1145/1718487.1718520
10.3724/SP.J.1016.2014.00884;10.1145/1871437.1871467
10.3969/j.issn.1671-1122.2015.05.008;10.1145/1963405.1963504
10.3969/j.issn.1671-1122.2015.05.008;10.1086/266687
10.3969/j.issn.1671-1122.2015.05.008;10.1109/SocialCom.2010.33
10.3969/j.issn.1671-1122.2015.05.008;10.1145/1718487.1718520
10.1145/2487788.2487881;10.1145/2187836.2187908
10.11959/j.issn.1000-436x.2017006;10.1145/1835449.1835643
10.1109/ICDM.2017.70;10.1007/978-3-642-23780-5_13
10.1145/2556195.2559894;10.1016/S0378-8733(03)00009-1
10.1145/2505515.2505531;10.1016/S0378-8733(03)00009-1
10.1109/CSCI.2017.155;10.1145/2433396.2433457
10.1109/TKDE.2019.2941938;10.1109/ICDM.2008.22
10.1109/TKDE.2019.2941938;10.1109/MC.2009.263
10.1109/TKDE.2019.2941938;10.1145/1401890.1401944
10.1109/TKDE.2019.2941938;10.1145/1458082.1458205
10.1109/TKDE.2019.2941938;10.1007/s10115-016-0925-0
10.1109/TKDE.2019.2941938;10.1145/3038912.3052569
10.1109/TKDE.2019.2941938;10.24963/ijcai.2017/447
10.1109/TKDE.2019.2941938;10.1109/TKDE.2016.2598561
10.1145/3219819.3219986;10.1145/2488388.2488393
10.1145/3219819.3220006;10.1145/3132847.3132959
10.1145/3219819.3220006;10.1145/2783258.2783296
10.1145/3219819.3220006;10.1145/3018661.3018735
10.1145/3178876.3186113;10.1162/089976603321780317
10.1145/3178876.3186113;10.1145/2806416.2806512
10.1145/3178876.3186102;10.1145/2488388.2488393
10.1145/3178876.3186102;10.1017/nws.2012.4
10.1145/3178876.3186102;10.1016/B978-012088469-8.50051-6
10.1145/3178876.3186102;10.1126/science.286.5439.509
10.1007/978-3-319-55753-3_12;10.1145/2488388.2488393
10.1145/2939672.2939753;10.1162/089976603321780317
10.1145/2939672.2939753;10.1561/2200000006
10.1145/3018661.3018735;10.1103/RevModPhys.74.47
10.1145/3018661.3018723;10.1145/2488388.2488393
10.1145/3018661.3018723;10.2140/pjm.1966.16.1
10.1145/3097983.3098169;10.1109/IPSN.2012.6920942
10.1007/s41019-015-0003-8;10.1145/2487575.2487664
10.1007/s41019-015-0003-8;10.1145/2433396.2433403
10.1007/s41019-015-0003-8;10.1145/2556195.2556216
10.1145/3132847.3132925;10.1145/2783258.2783296
10.1109/TCYB.2014.2305974;10.1038/35065725
10.1109/TCYB.2014.2305974;10.1103/RevModPhys.74.47
10.12783/dtcse/iteee2019/28726;10.1073/pnas.122653799
10.1186/s40537-019-0243-y;10.1103/RevModPhys.74.47
10.1186/s40537-019-0243-y;10.1016/j.physa.2016.12.014
10.1186/s40537-019-0243-y;10.1073/pnas.0611034104
10.1186/s40537-019-0243-y;10.1103/PhysRevE.76.036106
10.1016/j.physrep.2016.09.002;10.1093/acprof:oso/9780199211517.001.0001
10.1016/j.physrep.2016.09.002;10.1017/CBO9780511791383
10.1016/j.physrep.2016.09.002;10.1017/CBO9780511780356
10.1109/ACCESS.2019.2921824;10.1016/j.physrep.2009.11.002
10.1109/ACCESS.2019.2921824;10.1145/2723372.2723737
10.1109/ACCESS.2019.2921824;10.1016/j.ins.2014.03.070
10.1109/ACCESS.2019.2921824;10.1007/978-981-10-2053-7_24
10.1093/comnet/cnv027;10.1109/TIT.2015.2490670
10.1016/j.neucom.2019.06.020;10.1016/j.neucom.2014.04.084
10.1016/j.neucom.2019.06.020;10.1145/2934688
10.1016/j.neucom.2019.06.020;10.1109/ACCESS.2017.2679038
10.1016/j.neucom.2019.06.020;10.1126/science.1242072
10.1016/j.neucom.2019.06.020;10.1007/978-3-642-15939-8_16
10.1016/j.neucom.2019.06.020;10.1103/PhysRevE.94.052315
10.1016/j.neucom.2019.06.020;10.1145/1284680.1284681
10.1016/j.neucom.2019.06.020;10.1007/s10115-016-1013-1
10.1016/j.neucom.2019.06.020;10.1109/34.868688
10.1002/wics.1319;10.1093/bioinformatics/btl039
10.1002/wics.1319;10.1007/3-540-36233-9_15
10.1002/wics.1319;10.1002/sam.10100
10.1002/wics.1319;10.1007/978-0-387-30440-3_76
10.1109/ICDE.2012.77;10.1007/3-540-45995-2_51
10.1609/aaai.v33i01.3301321;10.14778/3067421.3067430
10.1109/ICDM.2013.167;10.1038/nature09182
10.1016/j.jnca.2018.02.011;10.1109/TKDE.2005.99
10.1016/j.jnca.2018.02.011;10.1109/ACCT.2013.15
10.1103/PhysRevE.78.046110;10.1137/S003614450342480
10.1103/PhysRevE.78.046110;10.1016/j.physrep.2005.10.009
10.1103/PhysRevE.78.046110;10.1073/pnas.122653799
10.3389/fgene.2019.00164;10.1109/FOCS.2006.44
10.1109/TKDE.2016.2518687;10.1038/srep02197
10.1109/TKDE.2016.2518687;10.1145/1135777.1135814
10.1109/TKDE.2016.2518687;10.1006/jpdc.1997.1404
10.1103/PhysRevE.95.042317;10.1126/science.1180823
10.1371/journal.pone.0091431;10.1073/pnas.122653799
10.1016/j.physa.2019.121552;10.1016/j.physrep.2009.11.002
10.1016/j.physa.2019.121552;10.1038/35065725
10.1016/j.ins.2018.01.008;10.1145/1134271.1134277
10.1016/j.ins.2018.01.008;10.1088/1742-5468/2008/10/P10008
10.1016/j.ins.2018.01.008;10.1109/TPAMI.2010.231
10.1016/j.ins.2018.01.008;10.1371/journal.pone.0110088
10.1016/j.ins.2018.01.008;10.1103/PhysRevE.70.066111
10.1016/j.ins.2018.01.008;10.1016/j.ins.2015.09.030
10.1016/j.ins.2018.01.008;10.1103/PhysRevE.72.027104
10.1145/2623330.2623732;10.1109/FOCS.2006.44
10.1145/2623330.2623732;10.1109/TPAMI.2013.50
10.1145/2736277.2741093;10.1145/2488388.2488393
10.1145/2939672.2939754;10.1016/S0378-8733(03)00009-1
10.1145/2939672.2939754;10.1145/1935826.1935914
